Location,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
1,8859,09-01-12,1,1,1,22,0,1,1,2,0.2,0.2273,0.92,0.1045,62
1,8860,09-01-12,1,1,1,23,0,1,1,2,0.22,0.2424,0.87,0.1045,52
1,8861,10-01-12,1,1,1,0,0,2,1,2,0.22,0.2424,0.87,0.1045,14
1,8862,10-01-12,1,1,1,1,0,2,1,2,0.22,0.2424,0.93,0.1045,5
1,8863,10-01-12,1,1,1,2,0,2,1,2,0.22,0.2273,0.87,0.1642,4
1,8864,10-01-12,1,1,1,4,0,2,1,2,0.2,0.2121,0.86,0.1642,4
1,8865,10-01-12,1,1,1,5,0,2,1,1,0.4,0.4091,0.47,0.2239,23
1,8866,10-01-12,1,1,1,6,0,2,1,2,0.18,0.1818,0.93,0.194,79
1,8867,10-01-12,1,1,1,7,0,2,1,2,0.18,0.197,0.93,0.1642,222
1,8868,10-01-12,1,1,1,8,0,2,1,2,0.18,0.197,0.93,0.1642,471
1,8869,10-01-12,1,1,1,9,0,2,1,2,0.18,0.197,0.93,0.1642,195
1,8870,10-01-12,1,1,1,10,0,2,1,2,0.18,0.197,0.93,0.1642,83
1,8871,10-01-12,1,1,1,11,0,2,1,1,0.42,0.4242,0.38,0.2985,101
1,8872,10-01-12,1,1,1,12,0,2,1,1,0.42,0.4242,0.38,0.2985,140
1,8873,10-01-12,1,1,1,13,0,2,1,1,0.42,0.4242,0.38,0.2985,178
1,8874,10-01-12,1,1,1,14,0,2,1,1,0.42,0.4242,0.38,0.2985,106
1,8875,10-01-12,1,1,1,15,0,2,1,1,0.42,0.4242,0.38,0.2985,136
1,8876,10-01-12,1,1,1,16,0,2,1,1,0.42,0.4242,0.38,0.3582,240
1,8877,10-01-12,1,1,1,17,0,2,1,1,0.42,0.4242,0.38,0.2537,460
1,8878,10-01-12,1,1,1,18,0,2,1,1,0.4,0.4091,0.4,0.1045,385
1,8879,10-01-12,1,1,1,19,0,2,1,1,0.38,0.3939,0.46,0.1045,281
1,8880,10-01-12,1,1,1,20,0,2,1,1,0.34,0.3485,0.53,0.1045,200
1,8881,10-01-12,1,1,1,21,0,2,1,1,0.32,0.3333,0.66,0.0896,116
1,8882,10-01-12,1,1,1,22,0,2,1,1,0.3,0.303,0.7,0.0896,114
1,8883,10-01-12,1,1,1,23,0,2,1,1,0.26,0.2727,0.81,0.1045,41
1,8884,11-01-12,1,1,1,0,0,3,1,1,0.26,0.303,0.81,0,28
1,8885,11-01-12,1,1,1,1,0,3,1,1,0.24,0.2576,0.87,0.0896,7
1,8886,11-01-12,1,1,1,2,0,3,1,1,0.2,0.2121,0.85,0.1642,5
1,8887,11-01-12,1,1,1,3,0,3,1,1,0.22,0.2727,0.8,0,4
1,8888,11-01-12,1,1,1,4,0,3,1,1,0.2,0.2121,0.8,0.1343,2
1,8889,11-01-12,1,1,1,5,0,3,1,1,0.2,0.2121,0.8,0.1343,22
1,8890,11-01-12,1,1,1,6,0,3,1,1,0.2,0.2121,0.86,0.1343,74
1,8891,11-01-12,1,1,1,7,0,3,1,1,0.2,0.2121,0.8,0.1343,256
1,8892,11-01-12,1,1,1,8,0,3,1,1,0.2,0.2273,0.82,0.1045,499
1,8893,11-01-12,1,1,1,9,0,3,1,2,0.2,0.2121,0.86,0.1343,225
1,8894,11-01-12,1,1,1,10,0,3,1,2,0.24,0.2424,0.87,0.1343,97
1,8895,11-01-12,1,1,1,11,0,3,1,2,0.26,0.2879,0.87,0.0896,99
1,8896,11-01-12,1,1,1,12,0,3,1,3,0.3,0.3333,0.81,0,55
1,8897,11-01-12,1,1,1,13,0,3,1,3,0.32,0.3485,0.76,0,65
1,8898,11-01-12,1,1,1,14,0,3,1,3,0.32,0.3333,0.81,0.1045,73
1,8899,11-01-12,1,1,1,15,0,3,1,2,0.34,0.3485,0.87,0.0896,79
1,8900,11-01-12,1,1,1,16,0,3,1,2,0.34,0.3182,0.87,0.2537,118
1,8901,11-01-12,1,1,1,17,0,3,1,3,0.34,0.3182,0.87,0.2239,134
1,8902,11-01-12,1,1,1,18,0,3,1,3,0.34,0.3333,0.87,0.194,98
1,8903,11-01-12,1,1,1,19,0,3,1,3,0.32,0.303,0.93,0.2239,93
1,8904,11-01-12,1,1,1,20,0,3,1,3,0.32,0.3182,0.93,0.1642,57
1,8905,11-01-12,1,1,1,21,0,3,1,3,0.34,0.3182,0.87,0.2239,29
1,8906,11-01-12,1,1,1,22,0,3,1,3,0.34,0.3333,0.87,0.194,49
1,8907,11-01-12,1,1,1,23,0,3,1,3,0.34,0.3182,0.87,0.2239,9
1,8908,12-01-12,1,1,1,0,0,4,1,3,0.34,0.3333,0.93,0.194,3
1,8909,12-01-12,1,1,1,1,0,4,1,3,0.36,0.3485,0.93,0.194,3
1,8910,12-01-12,1,1,1,2,0,4,1,3,0.36,0.3485,0.93,0.2537,2
1,8911,12-01-12,1,1,1,3,0,4,1,3,0.36,0.3485,0.93,0.2537,3
1,8912,12-01-12,1,1,1,4,0,4,1,3,0.36,0.3485,0.93,0.194,2
1,8913,12-01-12,1,1,1,5,0,4,1,3,0.34,0.3485,0.93,0.0896,16
1,8914,12-01-12,1,1,1,6,0,4,1,3,0.36,0.3485,0.93,0.1343,89
1,8915,12-01-12,1,1,1,7,0,4,1,2,0.34,0.3182,0.87,0.2836,220
1,8916,12-01-12,1,1,1,8,0,4,1,1,0.32,0.3182,0.81,0.194,508
1,8917,12-01-12,1,1,1,9,0,4,1,1,0.32,0.3333,0.81,0.1045,230
1,8918,12-01-12,1,1,1,10,0,4,1,1,0.34,0.3485,0.81,0.1045,90
1,8919,12-01-12,1,1,1,11,0,4,1,2,0.34,0.3485,0.81,0.1045,119
1,8920,12-01-12,1,1,1,12,0,4,1,2,0.34,0.3485,0.81,0.1045,144
1,8921,12-01-12,1,1,1,13,0,4,1,1,0.42,0.4242,0.77,0.1642,183
1,8922,12-01-12,1,1,1,14,0,4,1,1,0.42,0.4242,0.77,0.1642,156
1,8923,12-01-12,1,1,1,15,0,4,1,1,0.44,0.4394,0.72,0.1343,188
1,8924,12-01-12,1,1,1,16,0,4,1,1,0.46,0.4545,0.67,0.194,281
1,8925,12-01-12,1,1,1,17,0,4,1,1,0.46,0.4545,0.63,0.1642,495
1,8926,12-01-12,1,1,1,18,0,4,1,1,0.44,0.4394,0.67,0.194,421
1,8927,12-01-12,1,1,1,19,0,4,1,2,0.42,0.4242,0.71,0.1642,330
1,8928,12-01-12,1,1,1,20,0,4,1,2,0.42,0.4242,0.71,0.194,240
1,8929,12-01-12,1,1,1,21,0,4,1,1,0.44,0.4394,0.67,0.1343,174
1,8930,12-01-12,1,1,1,22,0,4,1,1,0.38,0.3939,0.76,0.2985,133
1,8931,12-01-12,1,1,1,23,0,4,1,1,0.4,0.4091,0.76,0.3284,67
1,8932,13-01-12,1,1,1,0,0,5,1,2,0.4,0.4091,0.71,0.2836,42
1,8933,13-01-12,1,1,1,1,0,5,1,2,0.38,0.3939,0.76,0.2985,12
1,8934,13-01-12,1,1,1,2,0,5,1,1,0.4,0.4091,0.76,0.3582,14
1,8935,13-01-12,1,1,1,3,0,5,1,1,0.36,0.3333,0.87,0.2537,7
1,8936,13-01-12,1,1,1,4,0,5,1,3,0.32,0.2879,0.7,0.4925,3
1,8937,13-01-12,1,1,1,5,0,5,1,2,0.3,0.2424,0.7,0.5522,21
1,8938,13-01-12,1,1,1,6,0,5,1,2,0.26,0.2576,0.75,0.2239,73
1,8939,13-01-12,1,1,1,7,0,5,1,1,0.26,0.2576,0.6,0.2239,177
1,8940,13-01-12,1,1,1,8,0,5,1,1,0.24,0.2121,0.52,0.3582,419
1,8941,13-01-12,1,1,1,9,0,5,1,1,0.22,0.197,0.47,0.3881,214
1,8942,13-01-12,1,1,1,10,0,5,1,1,0.24,0.197,0.44,0.4478,103
1,8943,13-01-12,1,1,1,11,0,5,1,1,0.24,0.1818,0.38,0.6119,114
1,8944,13-01-12,1,1,1,12,0,5,1,1,0.24,0.197,0.38,0.4925,154
1,8945,13-01-12,1,1,1,13,0,5,1,1,0.26,0.2121,0.33,0.5224,154
1,8946,13-01-12,1,1,1,14,0,5,1,1,0.26,0.2121,0.33,0.5522,129
1,8947,13-01-12,1,1,1,15,0,5,1,1,0.26,0.2121,0.33,0.5821,138
1,8948,13-01-12,1,1,1,16,0,5,1,1,0.28,0.2424,0.3,0.4627,233
1,8949,13-01-12,1,1,1,17,0,5,1,1,0.28,0.2424,0.33,0.4179,332
1,8950,13-01-12,1,1,1,18,0,5,1,1,0.26,0.2273,0.38,0.2985,301
1,8951,13-01-12,1,1,1,19,0,5,1,1,0.26,0.2424,0.38,0.2836,206
1,8952,13-01-12,1,1,1,20,0,5,1,1,0.24,0.2424,0.41,0.1642,136
1,8953,13-01-12,1,1,1,21,0,5,1,1,0.24,0.2121,0.41,0.2836,102
1,8954,13-01-12,1,1,1,22,0,5,1,1,0.2,0.1818,0.47,0.3284,65
1,8955,13-01-12,1,1,1,23,0,5,1,1,0.18,0.1818,0.47,0.194,65
1,8956,14-01-12,1,1,1,0,0,6,0,1,0.16,0.1818,0.47,0.1045,44
1,8957,14-01-12,1,1,1,1,0,6,0,1,0.16,0.1515,0.47,0.194,50
1,8958,14-01-12,1,1,1,2,0,6,0,1,0.16,0.1667,0.47,0.1642,38
1,8959,14-01-12,1,1,1,3,0,6,0,1,0.14,0.1667,0.54,0.1045,20
1,8960,14-01-12,1,1,1,4,0,6,0,1,0.14,0.1515,0.5,0.1343,3
1,8961,14-01-12,1,1,1,5,0,6,0,1,0.14,0.1515,0.5,0.1343,4
1,8962,14-01-12,1,1,1,6,0,6,0,1,0.14,0.1515,0.5,0,5
1,8963,14-01-12,1,1,1,7,0,6,0,1,0.14,0.1515,0.5,0.1343,24
1,8964,14-01-12,1,1,1,8,0,6,0,1,0.12,0.1515,0.54,0.1045,92
1,8965,14-01-12,1,1,1,9,0,6,0,1,0.14,0.1667,0.5,0.1045,81
1,8966,14-01-12,1,1,1,10,0,6,0,1,0.16,0.2273,0.47,0,149
1,8967,14-01-12,1,1,1,11,0,6,0,1,0.2,0.197,0.4,0.194,178
1,8968,14-01-12,1,1,1,12,0,6,0,1,0.22,0.2121,0.41,0.2537,219
1,8969,14-01-12,1,1,1,13,0,6,0,1,0.22,0.2121,0.44,0.2836,220
1,8970,14-01-12,1,1,1,14,0,6,0,1,0.24,0.2121,0.41,0.2985,231
1,8971,14-01-12,1,1,1,15,0,6,0,1,0.24,0.2121,0.38,0.2985,226
1,8972,14-01-12,1,1,1,16,0,6,0,1,0.24,0.2273,0.38,0.2239,206
1,8973,14-01-12,1,1,1,17,0,6,0,1,0.24,0.2273,0.41,0.2537,144
1,8974,14-01-12,1,1,1,18,0,6,0,1,0.22,0.2273,0.41,0.194,143
1,8975,14-01-12,1,1,1,19,0,6,0,1,0.2,0.197,0.47,0.2239,102
1,8976,14-01-12,1,1,1,20,0,6,0,1,0.2,0.197,0.44,0.2537,103
1,8977,14-01-12,1,1,1,21,0,6,0,1,0.18,0.1667,0.43,0.2537,69
1,8978,14-01-12,1,1,1,22,0,6,0,1,0.16,0.1364,0.47,0.3582,66
1,8979,14-01-12,1,1,1,23,0,6,0,1,0.16,0.1515,0.47,0.2239,76
1,8980,15-01-12,1,1,1,0,0,0,0,1,0.16,0.1364,0.47,0.3284,59
1,8981,15-01-12,1,1,1,1,0,0,0,2,0.16,0.1364,0.47,0.2985,42
1,8982,15-01-12,1,1,1,2,0,0,0,2,0.16,0.1364,0.47,0.2836,43
1,8983,15-01-12,1,1,1,3,0,0,0,2,0.16,0.1364,0.48,0.3881,25
1,8984,15-01-12,1,1,1,4,0,0,0,2,0.16,0.1364,0.47,0.3881,6
1,8985,15-01-12,1,1,1,5,0,0,0,2,0.16,0.1364,0.47,0.3284,5
1,8986,15-01-12,1,1,1,6,0,0,0,2,0.14,0.1212,0.5,0.2836,8
1,8987,15-01-12,1,1,1,7,0,0,0,1,0.12,0.1212,0.54,0.2836,17
1,8988,15-01-12,1,1,1,8,0,0,0,1,0.12,0.1212,0.54,0.2239,36
1,8989,15-01-12,1,1,1,9,0,0,0,1,0.12,0.1364,0.54,0.194,90
1,8990,15-01-12,1,1,1,10,0,0,0,1,0.14,0.1212,0.54,0.2836,126
1,8991,15-01-12,1,1,1,11,0,0,0,1,0.16,0.1515,0.47,0.2239,165
1,8992,15-01-12,1,1,1,12,0,0,0,1,0.18,0.1667,0.4,0.2985,234
1,8993,15-01-12,1,1,1,13,0,0,0,1,0.2,0.1818,0.34,0.2836,224
1,8994,15-01-12,1,1,1,14,0,0,0,1,0.2,0.1818,0.32,0.3582,188
1,8995,15-01-12,1,1,1,15,0,0,0,1,0.22,0.2273,0.27,0.194,206
1,8996,15-01-12,1,1,1,16,0,0,0,1,0.22,0.2121,0.29,0.2985,205
1,8997,15-01-12,1,1,1,17,0,0,0,1,0.22,0.2121,0.25,0.2537,146
1,8998,15-01-12,1,1,1,18,0,0,0,1,0.18,0.1818,0.29,0.2239,120
1,8999,15-01-12,1,1,1,19,0,0,0,1,0.16,0.1667,0.37,0.1642,110
1,9000,15-01-12,1,1,1,20,0,0,0,1,0.16,0.1818,0.37,0.1045,95
1,9001,15-01-12,1,1,1,21,0,0,0,1,0.16,0.1667,0.4,0.1642,72
1,9002,15-01-12,1,1,1,22,0,0,0,1,0.18,0.2121,0.37,0.0896,60
1,9003,15-01-12,1,1,1,23,0,0,0,1,0.16,0.197,0.43,0.0896,29
1,9004,16-01-12,1,1,1,0,1,1,0,1,0.14,0.1515,0.46,0.1343,25
1,9005,16-01-12,1,1,1,1,1,1,0,1,0.14,0.1667,0.43,0.1045,20
1,9006,16-01-12,1,1,1,2,1,1,0,1,0.14,0.2121,0.46,0,17
1,9007,16-01-12,1,1,1,3,1,1,0,1,0.12,0.197,0.5,0,3
1,9008,16-01-12,1,1,1,4,1,1,0,1,0.12,0.1515,0.58,0.1045,8
1,9009,16-01-12,1,1,1,5,1,1,0,1,0.12,0.1667,0.54,0.0896,6
1,9010,16-01-12,1,1,1,6,1,1,0,1,0.1,0.1364,0.54,0.0896,13
1,9011,16-01-12,1,1,1,7,1,1,0,1,0.1,0.1364,0.54,0.1045,33
1,9012,16-01-12,1,1,1,8,1,1,0,1,0.1,0.1212,0.58,0.1642,78
1,9013,16-01-12,1,1,1,9,1,1,0,1,0.1,0.1212,0.58,0.1642,96
1,9014,16-01-12,1,1,1,10,1,1,0,2,0.14,0.1364,0.59,0.194,126
1,9015,16-01-12,1,1,1,11,1,1,0,1,0.16,0.1515,0.59,0.2537,179
1,9016,16-01-12,1,1,1,12,1,1,0,1,0.2,0.1818,0.55,0.3284,185
1,9017,16-01-12,1,1,1,13,1,1,0,2,0.24,0.197,0.41,0.4179,228
1,9018,16-01-12,1,1,1,14,1,1,0,1,0.24,0.2121,0.44,0.3881,181
1,9019,16-01-12,1,1,1,15,1,1,0,1,0.26,0.2121,0.44,0.4478,192
1,9020,16-01-12,1,1,1,16,1,1,0,1,0.26,0.2273,0.44,0.3582,180
1,9021,16-01-12,1,1,1,17,1,1,0,1,0.26,0.2273,0.48,0.3284,193
1,9022,16-01-12,1,1,1,18,1,1,0,1,0.26,0.2273,0.52,0.3284,181
1,9023,16-01-12,1,1,1,19,1,1,0,1,0.26,0.2424,0.56,0.2836,144
1,9024,16-01-12,1,1,1,20,1,1,0,1,0.26,0.2424,0.6,0.2836,90
1,9025,16-01-12,1,1,1,21,1,1,0,1,0.28,0.2576,0.52,0.3284,49
1,9026,16-01-12,1,1,1,22,1,1,0,2,0.3,0.2727,0.49,0.3582,43
1,9027,16-01-12,1,1,1,23,1,1,0,3,0.26,0.2273,0.7,0.2985,28
1,9028,17-01-12,1,1,1,0,0,2,1,2,0.26,0.2273,0.7,0.3284,12
1,9029,17-01-12,1,1,1,1,0,2,1,2,0.28,0.2576,0.65,0.3582,2
1,9030,17-01-12,1,1,1,2,0,2,1,3,0.28,0.2727,0.75,0.2537,12
1,9031,17-01-12,1,1,1,4,0,2,1,3,0.32,0.303,0.66,0.3284,2
1,9032,17-01-12,1,1,1,5,0,2,1,3,0.32,0.303,0.66,0.3284,13
1,9033,17-01-12,1,1,1,6,0,2,1,3,0.3,0.2879,0.75,0.2537,57
1,9034,17-01-12,1,1,1,7,0,2,1,3,0.3,0.2879,0.81,0.2239,126
1,9035,17-01-12,1,1,1,8,0,2,1,3,0.3,0.2879,0.81,0.2836,93
1,9036,17-01-12,1,1,1,9,0,2,1,3,0.32,0.303,0.81,0.2537,68
1,9037,17-01-12,1,1,1,10,0,2,1,3,0.3,0.2879,0.87,0.2537,62
1,9038,17-01-12,1,1,1,11,0,2,1,2,0.34,0.3485,0.87,0.1045,75
1,9039,17-01-12,1,1,1,12,0,2,1,2,0.32,0.303,0.87,0.2836,86
1,9040,17-01-12,1,1,1,13,0,2,1,2,0.38,0.3939,0.76,0.3284,103
1,9041,17-01-12,1,1,1,14,0,2,1,1,0.44,0.4394,0.62,0.4925,132
1,9042,17-01-12,1,1,1,15,0,2,1,1,0.44,0.4394,0.62,0.4925,129
1,9043,17-01-12,1,1,1,16,0,2,1,1,0.46,0.4545,0.63,0.5522,219
1,9044,17-01-12,1,1,1,17,0,2,1,1,0.46,0.4545,0.63,0.4478,462
1,9045,17-01-12,1,1,1,18,0,2,1,1,0.46,0.4545,0.63,0.4478,463
1,9046,17-01-12,1,1,1,19,0,2,1,1,0.46,0.4545,0.63,0.4179,308
1,9047,17-01-12,1,1,1,20,0,2,1,1,0.46,0.4545,0.63,0.3582,180
1,9048,17-01-12,1,1,1,21,0,2,1,1,0.46,0.4545,0.67,0.4627,180
1,9049,17-01-12,1,1,1,22,0,2,1,1,0.46,0.4545,0.72,0.3881,90
1,9050,17-01-12,1,1,1,23,0,2,1,1,0.46,0.4545,0.72,0.3881,61
1,9051,18-01-12,1,1,1,0,0,3,1,2,0.46,0.4545,0.77,0.3284,17
1,9052,18-01-12,1,1,1,1,0,3,1,2,0.46,0.4545,0.77,0.3284,10
1,9053,18-01-12,1,1,1,2,0,3,1,2,0.44,0.4394,0.51,0.4925,2
1,9054,18-01-12,1,1,1,3,0,3,1,2,0.44,0.4394,0.51,0.4925,4
1,9055,18-01-12,1,1,1,4,0,3,1,1,0.34,0.2879,0.46,0.5224,1
1,9056,18-01-12,1,1,1,5,0,3,1,1,0.34,0.2879,0.46,0.5224,29
1,9057,18-01-12,1,1,1,6,0,3,1,1,0.34,0.2879,0.36,0.5224,88
1,9058,18-01-12,1,1,1,7,0,3,1,1,0.32,0.2879,0.42,0.3582,263
1,9059,18-01-12,1,1,1,8,0,3,1,1,0.3,0.2727,0.52,0.4179,489
1,9060,18-01-12,1,1,1,9,0,3,1,1,0.28,0.2576,0.52,0.3284,202
1,9061,18-01-12,1,1,1,10,0,3,1,1,0.3,0.2727,0.42,0.4627,93
1,9062,18-01-12,1,1,1,11,0,3,1,1,0.3,0.2727,0.42,0.3881,114
1,9063,18-01-12,1,1,1,12,0,3,1,1,0.3,0.2576,0.39,0.4925,161
1,9064,18-01-12,1,1,1,13,0,3,1,1,0.3,0.2727,0.42,0.4627,130
1,9065,18-01-12,1,1,1,14,0,3,1,1,0.3,0.2727,0.33,0.3881,105
1,9066,18-01-12,1,1,1,15,0,3,1,1,0.3,0.2576,0.33,0.5224,130
1,9067,18-01-12,1,1,1,16,0,3,1,1,0.28,0.2273,0.3,0.5224,176
1,9068,18-01-12,1,1,1,17,0,3,1,1,0.26,0.2121,0.33,0.4478,346
1,9069,18-01-12,1,1,1,18,0,3,1,1,0.24,0.2121,0.32,0.3582,355
1,9070,18-01-12,1,1,1,19,0,3,1,1,0.22,0.197,0.37,0.3881,256
1,9071,18-01-12,1,1,1,20,0,3,1,1,0.22,0.2121,0.37,0.2537,165
1,9072,18-01-12,1,1,1,21,0,3,1,1,0.2,0.1667,0.4,0.4179,124
1,9073,18-01-12,1,1,1,22,0,3,1,1,0.18,0.1667,0.47,0.2537,78
1,9074,18-01-12,1,1,1,23,0,3,1,1,0.16,0.1364,0.47,0.2985,38
1,9075,19-01-12,1,1,1,0,0,4,1,1,0.14,0.1364,0.5,0.194,16
1,9076,19-01-12,1,1,1,1,0,4,1,1,0.14,0.1515,0.5,0.1642,5
1,9077,19-01-12,1,1,1,2,0,4,1,1,0.14,0.1515,0.5,0.1343,3
1,9078,19-01-12,1,1,1,3,0,4,1,1,0.12,0.1515,0.54,0.1045,4
1,9079,19-01-12,1,1,1,4,0,4,1,1,0.12,0.1515,0.54,0.1045,1
1,9080,19-01-12,1,1,1,5,0,4,1,1,0.12,0.1212,0.55,0.2537,19
1,9081,19-01-12,1,1,1,6,0,4,1,1,0.12,0.1364,0.54,0.1642,86
1,9082,19-01-12,1,1,1,7,0,4,1,1,0.12,0.1667,0.54,0.0896,206
1,9083,19-01-12,1,1,1,8,0,4,1,1,0.12,0.1515,0.54,0.1045,423
1,9084,19-01-12,1,1,1,9,0,4,1,1,0.12,0.197,0.54,0,210
1,9085,19-01-12,1,1,1,10,0,4,1,1,0.14,0.2121,0.59,0,108
1,9086,19-01-12,1,1,1,11,0,4,1,1,0.16,0.1667,0.55,0.1642,99
1,9087,19-01-12,1,1,1,12,0,4,1,1,0.2,0.197,0.51,0.194,111
1,9088,19-01-12,1,1,1,13,0,4,1,1,0.22,0.2121,0.47,0.2836,124
1,9089,19-01-12,1,1,1,14,0,4,1,1,0.24,0.2273,0.44,0.194,119
1,9090,19-01-12,1,1,1,15,0,4,1,1,0.26,0.2273,0.44,0.2985,127
1,9091,19-01-12,1,1,1,16,0,4,1,1,0.26,0.2273,0.41,0.3284,193
1,9092,19-01-12,1,1,1,17,0,4,1,2,0.26,0.2273,0.44,0.3284,385
1,9093,19-01-12,1,1,1,18,0,4,1,2,0.26,0.2273,0.44,0.3284,361
1,9094,19-01-12,1,1,1,19,0,4,1,2,0.26,0.2273,0.48,0.2985,234
1,9095,19-01-12,1,1,1,20,0,4,1,1,0.26,0.2121,0.52,0.4478,191
1,9096,19-01-12,1,1,1,21,0,4,1,1,0.26,0.2273,0.44,0.3582,121
1,9097,19-01-12,1,1,1,22,0,4,1,2,0.26,0.2273,0.44,0.4179,90
1,9098,19-01-12,1,1,1,23,0,4,1,1,0.26,0.2273,0.48,0.3284,56
1,9099,20-01-12,1,1,1,0,0,5,1,2,0.26,0.2273,0.48,0.2985,27
1,9100,20-01-12,1,1,1,1,0,5,1,1,0.26,0.2727,0.48,0.1343,15
1,9101,20-01-12,1,1,1,2,0,5,1,1,0.26,0.2727,0.48,0.1343,11
1,9102,20-01-12,1,1,1,3,0,5,1,1,0.24,0.2576,0.52,0.1045,4
1,9103,20-01-12,1,1,1,4,0,5,1,1,0.22,0.2424,0.6,0.1045,3
1,9104,20-01-12,1,1,1,5,0,5,1,1,0.22,0.2424,0.6,0.1045,19
1,9105,20-01-12,1,1,1,6,0,5,1,1,0.24,0.2121,0.6,0.2836,68
1,9106,20-01-12,1,1,1,7,0,5,1,1,0.22,0.2121,0.69,0.2239,185
1,9107,20-01-12,1,1,1,8,0,5,1,1,0.22,0.2121,0.64,0.2537,425
1,9108,20-01-12,1,1,1,9,0,5,1,1,0.22,0.197,0.47,0.3881,263
1,9109,20-01-12,1,1,1,10,0,5,1,2,0.22,0.2121,0.44,0.2836,97
1,9110,20-01-12,1,1,1,11,0,5,1,2,0.2,0.1818,0.32,0.3582,123
1,9111,20-01-12,1,1,1,12,0,5,1,2,0.2,0.1818,0.34,0.3284,124
1,9112,20-01-12,1,1,1,13,0,5,1,1,0.22,0.2121,0.32,0.2985,156
1,9113,20-01-12,1,1,1,14,0,5,1,2,0.22,0.2121,0.35,0.2985,115
1,9114,20-01-12,1,1,1,15,0,5,1,2,0.22,0.2273,0.35,0.194,156
1,9115,20-01-12,1,1,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,174
1,9116,20-01-12,1,1,1,17,0,5,1,2,0.22,0.2576,0.32,0.0896,349
1,9117,20-01-12,1,1,1,18,0,5,1,2,0.2,0.2273,0.34,0.0896,301
1,9118,20-01-12,1,1,1,19,0,5,1,2,0.2,0.2273,0.37,0.1045,192
1,9119,20-01-12,1,1,1,20,0,5,1,2,0.2,0.2273,0.34,0.0896,142
1,9120,20-01-12,1,1,1,21,0,5,1,2,0.2,0.2273,0.37,0.0896,104
1,9121,20-01-12,1,1,1,22,0,5,1,2,0.2,0.197,0.37,0.2239,72
1,9122,20-01-12,1,1,1,23,0,5,1,3,0.16,0.1515,0.64,0.2239,38
1,9123,21-01-12,1,1,1,0,0,6,0,3,0.16,0.1515,0.64,0.2239,24
1,9124,21-01-12,1,1,1,1,0,6,0,4,0.14,0.1364,0.86,0.194,23
1,9125,21-01-12,1,1,1,2,0,6,0,3,0.14,0.2121,0.86,0,26
1,9126,21-01-12,1,1,1,3,0,6,0,3,0.14,0.1818,0.93,0.0896,13
1,9127,21-01-12,1,1,1,4,0,6,0,3,0.16,0.197,0.86,0.0896,1
1,9128,21-01-12,1,1,1,5,0,6,0,3,0.16,0.1818,0.86,0.1045,2
1,9129,21-01-12,1,1,1,6,0,6,0,3,0.16,0.1667,0.93,0.1642,1
1,9130,21-01-12,1,1,1,7,0,6,0,3,0.16,0.1667,0.93,0.1642,13
1,9131,21-01-12,1,1,1,8,0,6,0,2,0.16,0.1515,0.93,0.2537,25
1,9132,21-01-12,1,1,1,9,0,6,0,2,0.16,0.1515,0.93,0.2537,42
1,9133,21-01-12,1,1,1,10,0,6,0,3,0.16,0.1515,0.93,0.2537,45
1,9134,21-01-12,1,1,1,11,0,6,0,2,0.18,0.2121,0.86,0.1045,63
1,9135,21-01-12,1,1,1,12,0,6,0,2,0.2,0.2121,0.8,0.1642,67
1,9136,21-01-12,1,1,1,13,0,6,0,2,0.2,0.197,0.8,0.2537,76
1,9137,21-01-12,1,1,1,14,0,6,0,3,0.2,0.197,0.8,0.194,95
1,9138,21-01-12,1,1,1,15,0,6,0,3,0.2,0.197,0.8,0.194,119
1,9139,21-01-12,1,1,1,16,0,6,0,2,0.2,0.1818,0.8,0.2985,118
1,9140,21-01-12,1,1,1,17,0,6,0,2,0.2,0.1818,0.8,0.3881,106
1,9141,21-01-12,1,1,1,18,0,6,0,2,0.2,0.1818,0.75,0.3881,110
1,9142,21-01-12,1,1,1,19,0,6,0,2,0.18,0.1515,0.8,0.3881,85
1,9143,21-01-12,1,1,1,20,0,6,0,2,0.18,0.1667,0.8,0.2985,67
1,9144,21-01-12,1,1,1,21,0,6,0,1,0.18,0.1515,0.74,0.3284,69
1,9145,21-01-12,1,1,1,22,0,6,0,2,0.18,0.1667,0.74,0.2985,59
1,9146,21-01-12,1,1,1,23,0,6,0,2,0.16,0.1515,0.8,0.2537,52
1,9147,22-01-12,1,1,1,0,0,0,0,1,0.16,0.1364,0.8,0.2985,52
1,9148,22-01-12,1,1,1,1,0,0,0,2,0.18,0.1667,0.74,0.2985,50
1,9149,22-01-12,1,1,1,2,0,0,0,2,0.18,0.1667,0.74,0.2836,47
1,9150,22-01-12,1,1,1,3,0,0,0,2,0.18,0.1667,0.69,0.2836,21
1,9151,22-01-12,1,1,1,4,0,0,0,3,0.16,0.1364,0.8,0.2836,2
1,9152,22-01-12,1,1,1,5,0,0,0,3,0.16,0.1515,0.74,0.2239,3
1,9153,22-01-12,1,1,1,6,0,0,0,2,0.16,0.1515,0.74,0.2239,4
1,9154,22-01-12,1,1,1,7,0,0,0,2,0.16,0.1515,0.74,0.2239,13
1,9155,22-01-12,1,1,1,8,0,0,0,2,0.16,0.1515,0.74,0.2239,32
1,9156,22-01-12,1,1,1,9,0,0,0,2,0.16,0.1515,0.74,0.2239,63
